#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  4 15:19:23 2019
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
20.657	423	20.682	551
20.708	406	20.733	551
20.758	390	20.784	550
20.809	375	20.835	552
20.859	361	20.885	551
20.910	350	20.936	551
20.961	342	20.986	551
21.012	337	21.037	551
21.063	335	21.088	551
21.113	338	21.139	551
21.164	344	21.189	551
21.215	353	21.240	551
21.266	365	21.290	551
21.316	378	21.342	551
21.367	394	21.392	552
21.417	409	21.443	551
21.469	425	21.493	551
21.519	440	21.544	551
21.570	453	21.595	551
21.620	464	21.646	552
21.671	472	21.696	551
21.721	477	21.747	551
21.773	477	21.797	551
21.823	475	21.848	551
21.874	469	21.899	551
21.924	460	21.950	551
21.975	449	22.000	551
22.026	436	22.051	552
22.077	422	22.101	551
22.127	406	22.153	551
22.178	391	22.203	550
22.228	377	22.254	551
22.280	365	22.304	551
22.330	354	22.355	550
22.381	347	22.406	551
22.431	343	22.457	551
22.482	342	22.507	551
22.532	344	22.558	551
22.584	349	22.608	551
22.634	358	22.659	551
22.685	369	22.710	550
22.735	382	22.761	552
22.786	396	22.811	551
22.837	410	22.862	552
22.888	424	22.912	552
22.938	438	22.964	552
22.989	450	23.014	552
23.039	461	23.065	552
23.091	468	23.115	550
23.141	472	23.166	551
23.192	473	23.217	551
23.242	470	23.268	551
23.293	465	23.318	551
23.344	457	23.369	551
23.395	447	23.419	551
23.445	435	23.470	551
23.496	420	23.521	551
23.546	406	23.572	551
23.597	392	23.622	551
23.648	379	23.673	551
23.699	368	23.723	551
23.749	358	23.775	551
23.800	351	23.825	551
23.850	348	23.876	551
23.902	347	23.926	551
23.952	349	23.977	551
24.003	354	24.028	551
24.053	362	24.079	551
24.104	371	24.130	551
24.155	384	24.180	550
24.206	397	24.231	551
24.256	411	24.281	551
24.307	424	24.333	551
24.357	437	24.383	552
24.408	448	24.434	552
24.459	458	24.484	551
24.510	463	24.535	551
24.560	468	24.586	551
24.611	468	24.637	552
24.661	466	24.687	551
24.713	461	24.738	551
24.763	454	24.788	551
24.814	444	24.840	551
24.864	432	24.890	551
24.915	419	24.941	551
24.966	406	24.991	551
25.017	393	25.042	552
25.067	381	25.092	551
25.118	371	25.144	551
25.168	362	25.194	551
25.219	356	25.245	550
25.270	352	25.295	551
25.321	352	25.346	550
25.371	355	25.397	551
25.422	359	25.448	551
25.472	367	25.498	551
25.524	375	25.549	551
25.574	387	25.599	551
25.625	398	25.651	551
25.675	411	25.701	551
25.726	424	25.752	550
25.777	435	25.802	552
25.828	445	25.853	550
25.878	454	25.904	551
25.929	460	25.955	553
25.979	463	26.005	551
26.030	464	26.056	551
26.081	462	26.106	551
26.132	458	26.157	551
26.182	450	26.208	551
26.233	440	26.259	551
26.283	429	26.309	551
26.335	419	26.360	550
26.385	406	26.410	551
26.436	395	26.462	551
26.486	384	26.512	551
26.537	374	26.563	551
26.588	366	26.613	550
26.639	360	26.664	550
26.689	358	26.715	551
26.740	357	26.766	551
26.790	359	26.816	551
26.841	363	26.867	551
26.892	371	26.917	551
26.943	379	26.968	551
26.993	390	27.019	550
27.044	400	27.070	551
27.094	412	27.120	551
27.146	423	27.171	551
27.196	434	27.221	551
27.247	443	27.273	551
27.297	450	27.323	551
27.348	456	27.374	551
27.399	459	27.424	550
27.450	459	27.475	551
27.500	458	27.526	551
27.551	453	27.577	551
27.601	446	27.627	551
27.652	438	27.678	551
27.703	428	27.728	550
27.754	417	27.779	551
27.804	407	27.830	551
27.855	396	27.881	550
27.905	386	27.931	551
27.957	378	27.982	551
28.007	370	28.032	552
28.058	365	28.084	550
28.108	362	28.134	551
28.159	362	28.185	551
28.210	364	28.235	551
28.261	368	28.286	551
28.311	374	28.337	551
28.362	383	28.388	551
28.412	392	28.438	550
28.464	402	28.489	551
28.514	413	28.539	551
28.565	423	28.590	551
28.615	432	28.641	551
28.666	441	28.692	552
28.716	448	28.742	550
28.768	452	28.793	551
28.818	455	28.843	551
28.869	455	28.895	551
28.919	454	28.945	551
28.970	449	28.996	551
29.021	442	29.046	551
29.072	436	29.097	551
29.122	426	29.148	551
29.173	417	29.199	551
29.223	406	29.249	551
29.275	397	29.300	551
29.325	388	29.350	551
29.376	380	29.401	551
29.426	373	29.452	551
29.477	369	29.503	551
29.527	367	29.553	551
29.579	366	29.604	551
29.629	368	29.654	551
29.680	373	29.706	551
29.730	378	29.756	551
29.781	385	29.807	551
29.832	394	29.857	550
29.883	403	29.908	552
29.933	414	29.959	551
29.984	422	30.010	551
30.034	431	30.060	551
30.086	438	30.111	550
30.136	444	30.161	551
30.187	449	30.212	551
30.237	451	30.263	550
30.288	451	30.314	551
30.338	449	30.364	551
30.390	445	30.415	551
30.440	439	30.465	551
30.491	433	30.517	551
30.541	425	30.567	551
30.592	415	30.618	551
30.643	406	30.668	551
30.694	398	30.719	551
30.744	389	30.770	551
30.795	382	30.821	551
30.845	377	30.871	551
30.897	373	30.922	551
30.947	371	30.972	551
30.998	370	31.024	552
31.048	373	31.074	551
31.099	376	31.125	551
31.149	382	31.175	551
31.201	388	31.226	551
31.251	396	31.276	551
31.302	404	31.328	551
31.352	414	31.378	550
31.403	422	31.429	551
31.454	430	31.479	550
31.505	435	31.530	552
31.555	442	31.581	551
31.606	445	31.632	551
31.656	447	31.682	551
31.708	447	31.733	551
31.758	445	31.783	552
31.809	443	31.835	551
31.859	436	31.885	551
31.910	430	31.936	551
31.960	423	31.986	551
32.012	415	32.037	551
32.062	406	32.087	551
32.113	399	32.139	550
32.163	391	32.189	550
32.214	385	32.240	552
32.265	380	32.290	550
32.316	377	32.341	551
32.366	375	32.392	551
32.417	375	32.443	553
32.467	377	32.493	550
32.519	380	32.544	551
32.569	385	32.594	551
32.620	391	32.646	551
32.670	399	32.696	551
32.721	406	32.747	551
32.771	413	32.797	551
32.823	421	32.848	551
32.873	427	32.898	552
32.924	434	32.950	550
32.974	440	33.000	551
33.025	442	33.051	551
33.077	444	33.101	552
33.127	444	33.152	551
33.178	442	33.203	551
33.228	438	33.254	551
33.279	434	33.304	551
33.330	428	33.355	551
33.381	421	33.405	551
33.431	414	33.457	551
33.482	406	33.507	551
33.532	400	33.558	551
33.584	393	33.608	551
33.634	388	33.659	551
33.685	383	33.709	551
33.735	380	33.761	551
33.786	379	33.811	551
33.836	379	33.862	551
33.888	381	33.912	551
33.938	384	33.963	551
33.989	388	34.014	551
34.039	394	34.065	551
34.090	400	34.115	551
34.141	407	34.166	551
34.192	413	34.216	551
34.242	420	34.268	551
34.293	427	34.318	551
34.343	433	34.369	550
34.395	436	34.419	551
34.445	439	34.470	551
34.496	441	34.520	550
34.546	440	34.572	551
34.597	438	34.622	550
34.647	435	34.673	552
34.699	431	34.723	551
34.749	426	34.774	551
34.800	420	34.825	551
34.850	413	34.876	551
34.901	407	34.926	551
34.952	400	34.977	551
35.003	395	35.027	550
35.053	391	35.079	551
35.104	387	35.129	550
35.154	384	35.180	551
35.206	383	35.230	551
35.256	383	35.281	551
35.307	385	35.331	551
35.357	388	35.383	551
35.408	392	35.433	551
35.458	397	35.484	551
35.510	402	35.534	551
35.560	408	35.585	551
35.611	414	35.636	551
35.661	420	35.687	551
35.712	426	35.737	551
35.763	430	35.788	551
35.814	433	35.838	551
35.864	436	35.890	552
35.915	437	35.940	551
35.965	437	35.991	550
36.017	435	36.041	551
36.067	432	36.092	551
36.118	428	36.142	550
36.168	423	36.194	551
36.219	418	36.245	551
36.269	413	36.295	551
36.321	407	36.346	551
36.371	401	36.396	551
36.422	397	36.448	550
36.472	393	36.498	551
36.523	389	36.549	551
36.574	388	36.599	551
36.625	387	36.650	551
36.675	387	36.701	551
36.726	389	36.752	551
36.776	391	36.802	551
36.828	396	36.853	550
36.878	399	36.903	551
36.929	404	36.955	551
36.979	410	37.005	551
37.030	415	37.056	551
37.080	419	37.106	551
37.132	424	37.157	551
37.182	429	37.207	551
37.233	432	37.259	551
37.283	433	37.309	551
37.334	434	37.360	552
37.385	433	37.410	551
37.436	432	37.461	551
37.486	429	37.512	550
37.537	425	37.563	550
37.587	421	37.613	551
37.639	417	37.664	551
37.689	412	37.714	551
37.740	408	37.766	551
37.790	403	37.816	551
37.841	399	37.867	551
37.891	395	37.917	551
37.943	393	37.968	551
37.993	390	38.018	551
38.044	390	38.070	550
38.094	391	38.120	551
38.145	392	38.171	551
38.196	395	38.221	550
38.247	398	38.272	551
38.297	402	38.323	550
38.348	406	38.374	551
38.398	410	38.424	551
38.450	415	38.475	551
38.500	420	38.525	551
38.551	422	38.577	551
38.601	426	38.627	551
38.652	428	38.678	551
38.702	430	38.728	551
38.754	431	38.779	552
38.804	430	38.829	550
38.855	429	38.881	551
38.905	426	38.931	551
38.956	423	38.982	550
39.007	420	39.032	551
39.058	416	39.083	551
39.108	412	39.134	551
39.159	408	39.185	551
39.209	404	39.235	551
39.261	401	39.286	551
39.311	398	39.336	550
39.362	396	39.388	551
39.412	395	39.438	550
39.463	394	39.489	551
39.513	395	39.539	551
39.565	396	39.590	551
39.615	398	39.640	551
39.666	401	39.692	551
39.716	404	39.742	551
39.767	408	39.793	550
39.818	411	39.843	551
39.869	416	39.894	551
39.920	419	39.945	551
39.970	423	39.996	551
40.021	424	40.046	551
40.072	426	40.097	550
