#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  4 14:25:12 2019
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
13.155	561	13.180	544
13.206	561	13.230	542
13.256	561	13.282	538
13.307	562	13.332	535
13.357	561	13.383	531
13.409	562	13.433	527
13.459	561	13.484	523
13.510	562	13.535	518
13.560	562	13.586	515
13.611	561	13.636	512
13.662	562	13.687	509
13.713	562	13.738	508
13.763	562	13.789	508
13.814	561	13.840	508
13.864	562	13.890	509
13.916	561	13.941	512
13.966	561	13.991	515
14.017	561	14.043	518
14.067	562	14.093	522
14.118	561	14.144	526
14.168	561	14.194	530
14.220	562	14.245	534
14.270	561	14.295	538
14.321	562	14.347	541
14.371	561	14.397	543
14.422	562	14.448	544
14.473	560	14.498	545
14.524	562	14.549	544
14.574	561	14.600	543
14.625	561	14.651	541
14.675	561	14.701	538
14.727	561	14.752	533
14.777	561	14.802	530
14.828	561	14.854	527
14.878	561	14.904	523
14.929	561	14.955	519
14.979	561	15.005	516
15.031	561	15.056	513
15.081	562	15.106	511
15.132	562	15.158	510
15.182	561	15.208	509
15.233	561	15.259	509
15.284	561	15.309	511
15.335	561	15.360	514
15.385	562	15.411	517
15.436	561	15.462	519
15.486	561	15.512	523
15.538	562	15.563	527
15.588	561	15.613	531
15.639	562	15.665	535
15.689	561	15.715	537
15.740	561	15.766	540
15.790	562	15.816	542
15.842	562	15.867	544
15.892	561	15.917	544
15.943	561	15.969	542
15.993	561	16.019	541
16.044	562	16.070	540
16.095	562	16.120	536
16.146	562	16.171	534
16.196	561	16.222	530
16.247	561	16.273	527
16.297	561	16.323	522
16.349	562	16.374	520
16.399	561	16.424	517
16.450	562	16.476	514
16.500	561	16.526	512
16.551	561	16.577	511
16.601	561	16.627	511
16.653	561	16.678	512
16.703	561	16.728	512
16.754	561	16.780	515
16.804	562	16.830	517
16.855	562	16.881	521
16.906	562	16.931	525
16.957	562	16.982	527
17.008	561	17.033	530
17.058	562	17.084	534
17.109	561	17.134	536
17.160	561	17.185	539
17.211	561	17.235	540
17.261	562	17.287	541
17.312	561	17.337	541
17.362	561	17.388	542
17.414	562	17.438	539
17.464	561	17.489	538
17.515	562	17.539	535
17.565	562	17.591	533
17.616	562	17.641	529
17.666	561	17.692	526
17.718	562	17.742	522
17.768	562	17.793	520
17.819	561	17.844	517
17.869	562	17.895	515
17.920	562	17.945	513
17.971	561	17.996	512
18.022	562	18.046	512
18.072	561	18.098	513
18.123	561	18.148	514
18.173	561	18.199	516
18.225	562	18.249	519
18.275	561	18.300	522
18.326	562	18.350	525
18.376	562	18.402	528
18.427	562	18.452	531
18.477	561	18.503	533
18.529	561	18.553	536
18.579	561	18.604	538
18.630	561	18.655	539
18.680	561	18.706	540
18.731	562	18.756	541
18.782	561	18.807	539
18.833	561	18.857	538
18.883	561	18.909	536
18.934	562	18.959	535
18.984	562	19.010	531
19.036	562	19.060	528
19.086	561	19.111	525
19.137	562	19.161	523
19.187	562	19.213	520
19.238	561	19.263	517
19.288	561	19.314	515
19.340	562	19.364	515
19.390	561	19.415	513
19.441	561	19.466	514
19.491	561	19.517	515
19.542	562	19.567	516
19.593	562	19.618	518
19.644	562	19.668	521
19.694	562	19.720	522
19.745	562	19.770	525
19.795	561	19.821	528
19.847	562	19.871	531
19.897	561	19.922	533
19.948	562	19.972	535
19.998	561	20.024	537
20.049	561	20.075	538
20.099	561	20.125	538
20.151	562	20.176	538
20.201	561	20.226	538
20.252	561	20.278	536
20.302	561	20.328	535
20.353	561	20.379	533
20.404	562	20.429	530
20.455	562	20.480	529
20.505	562	20.531	525
20.556	561	20.582	523
20.606	561	20.632	520
20.658	562	20.683	518
20.708	561	20.733	517
20.759	562	20.785	516
20.809	561	20.835	515
20.860	561	20.886	517
20.910	561	20.936	516
20.962	561	20.987	518
21.012	562	21.037	518
21.063	561	21.089	522
21.113	562	21.139	524
21.164	562	21.190	526
21.215	561	21.240	528
21.266	561	21.291	531
21.316	562	21.342	533
21.367	562	21.393	535
21.417	562	21.443	536
21.469	561	21.494	537
21.519	561	21.544	537
21.570	562	21.596	536
21.620	561	21.646	536
21.671	561	21.697	535
21.721	561	21.747	534
21.773	561	21.798	532
21.823	561	21.848	529
21.874	562	21.900	527
21.924	562	21.950	524
21.975	561	22.001	522
22.026	561	22.051	521
22.077	561	22.102	519
22.127	562	22.153	518
22.178	561	22.204	517
22.228	561	22.254	517
22.280	562	22.305	516
22.330	561	22.355	518
22.381	562	22.407	519
22.431	561	22.457	521
22.482	561	22.508	523
22.532	561	22.558	526
22.584	561	22.609	527
22.634	561	22.659	529
22.685	561	22.711	531
22.735	562	22.761	533
22.786	561	22.812	534
22.837	562	22.862	535
22.888	562	22.913	536
22.938	561	22.964	536
22.989	562	23.015	534
23.039	561	23.065	535
23.091	561	23.116	533
23.141	561	23.166	532
23.192	561	23.218	529
23.242	562	23.268	528
23.293	561	23.319	527
23.344	562	23.369	525
23.395	561	23.420	523
23.445	562	23.470	521
23.496	561	23.522	520
23.546	561	23.572	519
23.597	562	23.623	518
23.648	561	23.673	519
23.699	562	23.724	519
23.749	561	23.775	519
23.800	562	23.826	520
23.850	561	23.876	523
23.902	562	23.927	523
23.952	561	23.977	525
24.003	562	24.029	527
24.053	561	24.079	529
24.104	562	24.130	531
24.155	561	24.180	532
24.206	562	24.231	533
24.256	562	24.281	534
24.307	562	24.333	535
24.357	562	24.383	534
24.408	561	24.434	534
24.459	561	24.484	534
24.510	561	24.535	533
24.561	562	24.586	531
24.611	562	24.637	529
24.662	561	24.687	527
24.713	562	24.738	526
24.764	562	24.788	525
24.814	562	24.840	523
24.865	562	24.890	521
24.915	561	24.941	520
24.967	561	24.991	520
25.017	562	25.042	519
25.068	561	25.092	519
25.118	561	25.144	521
25.169	562	25.194	521
25.219	561	25.245	522
25.271	561	25.295	524
25.321	562	25.346	525
25.372	561	25.397	527
25.422	561	25.448	527
25.473	561	25.498	530
25.524	562	25.549	531
25.575	562	25.599	532
25.625	561	25.651	533
25.676	562	25.701	533
25.726	561	25.752	533
25.778	562	25.802	533
25.828	561	25.853	533
25.879	561	25.904	533
25.929	561	25.955	531
25.980	561	26.005	529
26.030	562	26.056	528
26.082	562	26.106	527
26.132	562	26.157	526
26.183	562	26.208	524
26.233	562	26.259	523
26.284	561	26.309	522
26.335	561	26.360	521
26.386	562	26.410	521
26.436	560	26.462	521
26.487	562	26.512	521
26.537	561	26.563	522
26.589	562	26.613	523
26.639	562	26.664	524
26.690	562	26.715	524
26.740	562	26.766	526
26.791	561	26.816	527
26.841	562	26.867	529
26.893	562	26.917	530
26.943	562	26.968	530
26.994	561	27.019	531
27.044	562	27.070	532
27.095	562	27.120	532
27.146	561	27.171	532
27.197	561	27.221	532
27.247	562	27.273	531
27.298	561	27.323	531
27.348	561	27.374	529
27.400	561	27.424	528
27.450	561	27.475	527
27.501	561	27.526	526
27.551	562	27.577	524
27.602	561	27.628	523
27.652	561	27.678	523
27.704	561	27.729	522
27.754	562	27.779	522
27.805	562	27.831	522
27.855	562	27.881	523
27.906	561	27.932	522
27.957	562	27.982	522
28.008	561	28.033	524
28.058	561	28.084	525
28.109	561	28.135	526
28.159	561	28.185	528
28.211	561	28.236	529
28.261	561	28.286	529
28.312	561	28.338	529
28.362	561	28.388	530
28.413	562	28.439	531
28.464	562	28.489	531
28.515	562	28.540	531
28.565	562	28.590	531
28.616	562	28.642	531
28.666	562	28.692	530
28.717	562	28.743	530
28.768	561	28.793	528
28.819	562	28.844	527
28.869	562	28.895	527
28.920	562	28.946	525
28.970	562	28.996	525
29.022	561	29.047	523
29.072	562	29.097	523
29.123	561	29.149	523
29.173	561	29.199	523
29.224	562	29.250	523
29.275	562	29.300	522
29.326	562	29.351	524
29.376	562	29.401	524
29.427	561	29.453	524
29.477	561	29.503	526
29.528	561	29.554	526
29.579	561	29.604	527
29.630	562	29.655	528
29.680	562	29.706	528
29.731	561	29.757	530
29.781	561	29.807	530
29.833	561	29.858	530
29.883	561	29.908	530
29.934	561	29.960	530
29.984	561	30.010	529
30.035	562	30.061	529
30.086	561	30.111	530
30.137	561	30.162	528
30.187	561	30.212	527
30.238	561	30.264	527
30.288	561	30.314	525
30.339	561	30.365	525
30.390	562	30.415	525
30.441	561	30.466	524
30.491	562	30.517	524
30.542	562	30.568	523
30.592	562	30.618	524
30.644	562	30.669	524
30.694	561	30.719	524
30.745	561	30.771	525
30.795	562	30.821	525
30.846	562	30.872	526
30.897	561	30.922	526
30.948	561	30.973	526
30.998	561	31.024	528
31.049	561	31.075	529
31.099	562	31.125	529
31.150	561	31.176	529
31.201	562	31.226	529
31.252	561	31.277	530
31.303	561	31.328	529
31.353	562	31.379	529
31.404	561	31.429	530
31.455	561	31.480	528
31.506	561	31.530	528
31.556	561	31.582	528
31.607	561	31.632	527
31.657	562	31.683	526
31.709	561	31.733	525
31.759	562	31.784	524
31.810	562	31.835	525
31.860	562	31.886	524
31.911	562	31.936	524
31.961	561	31.987	524
32.013	561	32.037	524
32.063	562	32.088	524
32.114	562	32.139	526
32.164	562	32.190	526
32.215	561	32.240	526
32.266	561	32.291	526
32.317	561	32.341	526
32.367	561	32.393	528
32.418	562	32.443	528
32.468	562	32.494	528
32.520	562	32.544	529
32.570	562	32.595	529
32.621	561	32.646	529
32.671	562	32.697	529
32.722	562	32.747	529
32.772	562	32.798	529
32.824	562	32.848	527
32.874	561	32.899	527
32.925	561	32.950	527
32.975	562	33.001	526
33.026	561	33.051	526
33.077	561	33.102	525
33.128	562	33.152	525
33.178	562	33.204	525
33.229	562	33.254	525
33.279	562	33.305	524
33.331	562	33.355	525
33.381	562	33.406	525
33.432	562	33.457	525
33.482	561	33.508	525
33.533	562	33.558	525
33.584	561	33.609	527
33.635	561	33.659	527
33.685	561	33.710	527
33.736	561	33.761	527
33.786	561	33.812	528
33.837	561	33.862	529
33.888	562	33.913	527
33.939	561	33.963	529
33.989	562	34.015	528
34.040	561	34.065	528
34.090	562	34.116	528
34.142	562	34.166	528
34.192	561	34.217	528
34.243	562	34.268	527
34.293	562	34.319	526
34.344	561	34.370	526
34.395	561	34.420	525
34.446	562	34.471	526
34.496	561	34.521	526
34.547	561	34.573	525
34.597	561	34.623	524
34.648	561	34.674	525
34.699	561	34.724	525
34.750	561	34.775	525
34.800	561	34.826	525
34.851	561	34.877	526
34.901	562	34.927	526
34.953	561	34.978	527
35.003	561	35.028	527
35.054	562	35.080	527
35.104	561	35.130	528
35.155	562	35.181	527
35.206	561	35.231	528
35.257	561	35.282	527
35.307	561	35.332	528
35.358	561	35.384	529
35.408	561	35.434	528
35.459	562	35.485	528
35.510	562	35.535	528
35.561	562	35.586	527
35.611	561	35.637	527
35.662	561	35.688	527
35.712	561	35.738	526
35.764	562	35.789	526
35.814	562	35.839	526
35.865	561	35.891	526
35.915	561	35.941	525
35.966	562	35.992	525
36.017	562	36.042	526
36.068	562	36.093	526
36.118	561	36.144	526
36.169	562	36.195	526
36.219	561	36.245	526
36.270	561	36.296	527
36.321	561	36.346	527
36.372	562	36.397	528
36.422	561	36.448	527
36.473	562	36.499	527
36.523	561	36.549	528
36.575	562	36.600	528
36.625	562	36.650	527
36.676	562	36.702	528
36.726	562	36.752	529
36.777	561	36.803	527
36.828	561	36.853	527
36.879	561	36.904	527
36.929	561	36.955	527
36.980	561	37.006	526
37.030	560	37.056	526
37.081	561	37.107	525
37.132	561	37.157	526
37.183	561	37.208	526
37.233	562	37.259	525
37.284	561	37.310	526
37.334	562	37.360	526
37.386	561	37.411	527
37.436	562	37.461	525
37.487	562	37.513	527
37.537	562	37.563	526
37.588	562	37.614	527
37.639	561	37.664	527
37.690	561	37.715	527
37.740	562	37.766	527
37.791	562	37.817	527
37.841	561	37.867	526
37.892	562	37.918	527
37.943	561	37.968	528
