#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  4 14:25:12 2019
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
15.891	560	15.917	484
15.941	560	15.967	500
15.992	560	16.018	516
16.043	561	16.068	534
16.094	560	16.119	549
16.144	561	16.170	565
16.195	561	16.221	579
16.245	561	16.271	589
16.297	560	16.322	597
16.347	560	16.372	601
16.398	561	16.424	601
16.448	561	16.474	597
16.499	560	16.525	590
16.550	561	16.575	580
16.601	560	16.626	567
16.651	561	16.676	552
16.702	560	16.728	536
16.752	560	16.778	519
16.803	560	16.829	504
16.854	560	16.879	489
16.905	561	16.930	475
16.955	560	16.981	465
17.006	561	17.032	458
17.056	560	17.082	455
17.108	560	17.133	454
17.158	560	17.183	458
17.209	560	17.235	464
17.259	560	17.285	475
17.310	560	17.336	487
17.361	561	17.386	501
17.412	560	17.437	516
17.462	560	17.487	532
17.513	560	17.539	548
17.563	560	17.589	563
17.614	560	17.640	575
17.665	560	17.690	585
17.716	560	17.741	593
17.767	561	17.792	596
17.817	561	17.843	596
17.868	560	17.893	593
17.919	560	17.944	586
17.970	560	17.994	577
18.020	560	18.046	565
18.071	560	18.096	550
18.121	560	18.147	535
18.173	561	18.197	520
18.223	560	18.248	505
18.274	560	18.298	490
18.324	560	18.350	478
18.375	560	18.400	469
18.425	560	18.451	463
18.477	560	18.501	459
18.527	561	18.552	459
18.578	560	18.603	461
18.628	560	18.654	468
18.679	561	18.704	477
18.730	560	18.755	489
18.781	560	18.805	503
18.831	561	18.857	518
18.882	560	18.907	533
18.932	561	18.958	548
18.984	560	19.008	561
19.034	560	19.059	572
19.085	561	19.110	582
19.135	560	19.161	589
19.186	560	19.211	592
19.236	560	19.262	592
19.288	560	19.312	589
19.338	560	19.363	583
19.389	560	19.414	573
19.439	560	19.465	562
19.490	560	19.515	549
19.541	560	19.566	535
19.592	560	19.616	520
19.642	561	19.668	506
19.693	561	19.718	492
19.743	560	19.769	481
19.795	561	19.819	472
19.845	560	19.870	466
19.896	560	19.921	463
19.946	560	19.972	463
19.997	560	20.022	466
20.047	560	20.073	471
20.099	561	20.123	480
20.149	561	20.174	491
20.200	560	20.225	504
20.250	560	20.276	518
20.301	560	20.326	531
20.352	560	20.377	546
20.403	559	20.427	559
20.453	560	20.479	570
20.504	560	20.529	579
20.554	561	20.580	585
20.606	560	20.630	588
20.656	560	20.681	588
20.707	560	20.732	586
20.757	560	20.783	580
20.808	560	20.834	571
20.858	561	20.884	560
20.910	560	20.935	548
20.960	560	20.985	535
21.011	560	21.037	521
21.061	560	21.087	506
21.112	560	21.138	495
21.163	560	21.188	483
21.214	560	21.239	476
21.264	561	21.290	469
21.315	560	21.341	466
21.365	561	21.391	466
21.417	560	21.442	468
21.467	560	21.492	475
21.518	560	21.544	483
21.568	560	21.594	494
21.619	560	21.645	506
21.670	560	21.695	518
21.721	560	21.746	532
21.771	560	21.796	545
21.822	560	21.848	557
21.872	560	21.898	567
21.923	561	21.949	576
21.974	560	21.999	581
22.025	561	22.050	585
22.075	560	22.101	584
22.126	561	22.152	581
22.176	560	22.202	576
22.228	560	22.253	568
22.278	561	22.303	558
22.329	560	22.355	546
22.379	561	22.405	534
22.430	560	22.456	520
22.481	561	22.506	508
22.532	560	22.557	497
22.582	561	22.607	486
22.633	560	22.659	478
22.683	561	22.709	473
22.734	560	22.760	470
22.785	560	22.810	469
22.836	560	22.861	472
22.886	560	22.912	477
22.937	560	22.963	486
22.987	561	23.013	495
23.039	560	23.064	507
23.089	561	23.114	519
23.140	561	23.166	533
23.190	560	23.216	544
23.241	560	23.267	556
23.292	561	23.317	565
23.343	561	23.368	573
23.393	560	23.418	579
23.444	560	23.470	581
23.494	561	23.520	582
23.545	560	23.571	578
23.596	560	23.621	573
23.647	560	23.672	565
23.697	560	23.723	556
23.748	561	23.774	545
23.798	561	23.824	533
23.850	560	23.875	522
23.900	560	23.925	510
23.951	560	23.977	498
24.001	561	24.027	489
24.052	560	24.078	481
24.103	560	24.128	475
24.154	560	24.179	473
24.204	560	24.230	472
24.255	560	24.281	475
24.305	560	24.331	481
24.356	560	24.382	488
24.407	561	24.432	497
24.458	561	24.483	508
24.509	560	24.534	520
24.559	560	24.585	532
24.610	560	24.635	543
24.661	560	24.686	553
24.712	560	24.736	563
24.762	560	24.788	571
24.813	560	24.838	574
24.863	560	24.889	577
24.915	560	24.939	577
24.965	561	24.990	575
25.016	560	25.041	570
25.066	561	25.092	563
25.117	561	25.142	554
25.167	561	25.193	544
25.219	560	25.243	533
25.269	561	25.294	521
25.320	560	25.345	510
25.370	561	25.396	500
25.421	560	25.446	491
25.472	560	25.497	484
25.523	560	25.547	478
25.573	560	25.599	476
25.624	560	25.649	475
25.674	560	25.700	479
25.726	560	25.750	484
25.776	560	25.801	490
25.827	560	25.852	499
25.877	561	25.903	509
25.928	561	25.953	520
25.978	561	26.004	531
26.030	561	26.054	541
26.080	561	26.105	552
26.131	561	26.156	561
26.181	560	26.207	568
26.232	561	26.257	572
26.283	561	26.308	575
26.334	561	26.358	575
26.384	560	26.410	573
26.435	560	26.460	568
26.485	560	26.511	562
26.537	560	26.561	553
26.587	560	26.612	543
26.638	561	26.663	532
26.688	560	26.714	521
26.739	561	26.764	511
26.790	561	26.815	500
26.841	560	26.865	494
26.891	561	26.916	486
26.942	560	26.967	481
26.992	560	27.018	478
27.043	560	27.068	478
27.094	560	27.119	482
27.145	560	27.169	486
27.195	560	27.221	493
27.246	560	27.271	501
27.296	561	27.322	510
27.348	560	27.372	521
27.398	560	27.423	531
27.449	559	27.474	541
27.499	561	27.525	550
27.550	560	27.576	559
27.601	560	27.626	565
27.652	560	27.677	570
27.702	561	27.727	572
27.753	561	27.779	573
27.803	561	27.829	570
27.854	560	27.880	567
27.905	560	27.930	559
27.956	561	27.981	551
28.006	560	28.032	542
28.057	561	28.083	531
28.107	560	28.133	522
28.159	560	28.184	512
28.209	559	28.234	503
28.260	560	28.286	494
28.310	560	28.336	488
28.361	560	28.387	485
28.412	560	28.437	482
28.463	561	28.488	482
28.513	561	28.538	485
28.564	561	28.590	488
28.614	561	28.640	495
28.665	561	28.691	502
28.716	560	28.741	512
28.767	560	28.792	521
28.817	561	28.843	531
28.868	560	28.894	540
28.918	561	28.944	549
28.970	560	28.995	558
29.020	560	29.045	564
29.071	560	29.097	567
29.121	560	29.147	570
29.172	560	29.198	569
29.223	560	29.248	567
29.274	560	29.299	563
29.324	561	29.350	557
29.375	561	29.401	549
29.425	560	29.451	541
29.476	561	29.502	531
29.527	561	29.552	522
29.578	561	29.603	512
29.628	561	29.654	503
29.679	561	29.705	496
29.729	560	29.755	490
29.781	561	29.806	486
29.831	560	29.856	484
29.882	560	29.908	485
29.932	560	29.958	486
29.983	560	30.009	491
30.034	561	30.059	497
30.085	560	30.110	504
30.135	560	30.161	512
30.186	561	30.212	522
30.236	560	30.262	531
30.287	561	30.313	539
30.338	560	30.363	549
30.389	561	30.414	554
30.439	560	30.465	562
30.490	561	30.516	565
30.540	561	30.566	567
30.592	560	30.617	567
30.642	560	30.667	565
30.693	560	30.719	561
30.743	561	30.769	555
30.794	561	30.820	548
30.845	561	30.870	540
30.896	561	30.921	531
30.946	560	30.972	522
30.997	560	31.023	513
31.047	560	31.073	505
31.098	561	31.124	498
31.149	561	31.174	493
31.200	561	31.225	489
31.250	561	31.276	487
31.301	560	31.327	487
31.351	560	31.377	489
31.403	560	31.428	494
31.453	561	31.478	498
31.504	561	31.530	506
31.554	561	31.580	513
31.605	560	31.631	522
31.656	561	31.681	531
31.707	560	31.732	539
31.757	561	31.783	547
31.808	560	31.834	553
31.858	560	31.884	558
31.910	560	31.935	562
31.960	561	31.985	564
32.011	561	32.036	564
32.061	561	32.087	562
32.112	561	32.138	559
32.162	561	32.188	553
32.214	561	32.239	547
32.264	560	32.289	539
32.315	560	32.341	530
32.365	560	32.391	522
32.416	561	32.442	514
32.467	561	32.492	506
32.518	561	32.543	500
32.568	560	32.594	495
32.619	560	32.645	491
32.669	561	32.695	490
32.721	561	32.746	491
32.771	561	32.796	491
32.822	561	32.847	495
32.872	561	32.898	501
32.923	561	32.949	506
32.973	561	32.999	515
33.025	561	33.050	523
33.075	561	33.100	531
33.126	560	33.152	538
33.176	560	33.202	546
33.227	560	33.253	551
33.278	560	33.303	557
33.329	560	33.354	560
33.379	561	33.405	562
33.430	560	33.456	563
33.480	560	33.506	560
33.532	561	33.557	557
33.582	561	33.607	552
33.633	561	33.658	545
33.683	561	33.709	537
33.734	561	33.760	530
33.784	561	33.810	522
33.836	561	33.861	515
33.886	560	33.911	507
33.937	561	33.963	501
33.987	560	34.013	496
34.038	560	34.064	493
34.089	560	34.114	492
34.140	561	34.165	492
34.190	560	34.216	494
34.241	560	34.267	498
34.291	561	34.317	503
34.343	560	34.368	509
34.393	561	34.418	515
34.444	561	34.470	523
34.494	560	34.520	531
34.545	560	34.571	538
34.595	561	34.621	545
34.647	560	34.672	551
34.697	561	34.722	555
34.748	560	34.774	558
34.798	561	34.824	561
34.849	561	34.875	559
34.900	561	34.925	558
34.951	561	34.976	554
35.001	561	35.027	550
35.052	560	35.078	543
35.102	560	35.128	536
35.154	561	35.179	529
35.204	560	35.229	522
35.255	560	35.281	515
35.305	560	35.331	508
35.356	561	35.382	503
35.406	561	35.432	499
35.458	561	35.483	495
35.508	561	35.533	494
35.559	561	35.585	494
35.609	561	35.635	496
35.660	561	35.686	500
35.711	560	35.736	504
35.762	561	35.787	511
35.812	560	35.838	516
35.863	560	35.889	523
35.913	561	35.939	531
35.965	560	35.990	537
36.015	560	36.040	544
36.066	561	36.092	549
36.116	560	36.142	553
36.167	560	36.193	556
36.217	560	36.243	558
36.269	561	36.294	558
36.319	561	36.344	556
36.370	561	36.396	552
36.420	561	36.446	548
36.471	560	36.497	542
36.522	561	36.547	536
36.573	561	36.598	529
36.623	561	36.649	522
36.674	560	36.700	515
36.724	560	36.750	509
36.776	561	36.801	505
36.826	560	36.851	500
36.877	561	36.903	498
36.927	561	36.953	496
36.978	561	37.004	496
37.028	561	37.054	499
37.080	561	37.105	502
37.131	561	37.155	505
37.181	560	37.207	511
37.232	561	37.257	518
37.282	560	37.308	524
37.334	560	37.358	531
37.384	560	37.409	537
37.435	560	37.460	543
37.485	561	37.511	548
37.536	561	37.561	553
37.587	561	37.612	554
37.638	561	37.662	556
37.688	561	37.714	555
37.739	561	37.764	554
37.789	560	37.815	552
37.841	561	37.865	545
37.891	560	37.916	540
37.942	560	37.966	535
37.992	561	38.018	528
38.043	560	38.068	522
38.093	560	38.119	516
38.145	561	38.169	510
38.195	561	38.220	506
38.246	561	38.271	502
38.296	561	38.322	499
38.347	561	38.372	498
38.398	561	38.423	499
38.449	560	38.473	500
38.499	561	38.525	503
38.550	561	38.575	509
38.600	561	38.626	512
38.652	560	38.676	518
38.702	561	38.727	525
38.753	561	38.777	530
38.803	560	38.829	536
38.854	561	38.879	542
38.904	561	38.930	546
38.956	560	38.980	550
39.006	560	39.031	552
39.057	560	39.082	554
39.107	560	39.133	553
39.158	560	39.183	552
39.209	561	39.234	549
39.260	561	39.284	544
39.310	561	39.336	540
39.361	561	39.386	533
39.411	560	39.437	528
39.463	561	39.487	522
39.513	560	39.538	516
39.564	560	39.588	511
39.614	561	39.640	507
39.665	561	39.690	503
39.715	560	39.741	502
39.767	561	39.791	501
39.817	561	39.842	500
39.868	561	39.893	503
39.918	561	39.944	505
39.969	561	39.994	509
40.020	560	40.045	514
40.071	561	40.096	519
40.121	560	40.147	524
40.172	561	40.198	531
40.222	561	40.248	536
40.274	561	40.299	541
40.324	560	40.349	545
40.375	560	40.401	548
40.425	561	40.451	551
40.476	561	40.502	551
40.526	560	40.552	551
40.578	561	40.603	549
40.628	561	40.653	546
40.679	561	40.705	544
40.729	561	40.755	538
40.780	561	40.806	533
40.831	561	40.856	527
40.882	561	40.907	522
40.932	560	40.958	518
40.983	562	41.009	512
41.033	561	41.059	508
41.085	560	41.110	505
41.135	560	41.160	503
41.186	561	41.212	502
41.236	561	41.262	502
41.287	561	41.313	505
41.337	561	41.363	507
41.389	561	41.414	510
41.439	561	41.464	516
41.490	561	41.516	521
41.540	561	41.566	524
41.591	561	41.617	531
41.642	561	41.667	536
41.693	561	41.718	540
41.743	561	41.769	544
41.794	561	41.820	547
41.844	561	41.870	549
41.896	561	41.921	550
41.946	561	41.971	549
41.997	560	42.023	548
42.047	561	42.073	545
42.098	561	42.124	541
42.148	561	42.174	537
42.200	561	42.225	532
42.250	560	42.275	527
42.301	560	42.327	522
42.351	561	42.377	517
42.402	560	42.428	513
42.453	561	42.478	509
42.504	561	42.529	507
42.554	561	42.580	505
42.605	561	42.631	504
42.655	560	42.681	504
42.707	561	42.732	506
42.757	561	42.782	509
42.808	561	42.834	513
42.858	561	42.884	515
42.909	561	42.935	521
42.959	561	42.985	525
43.011	560	43.036	531
43.061	561	43.086	535
43.112	561	43.138	540
43.162	561	43.188	543
43.213	561	43.239	546
43.264	561	43.289	548
43.315	561	43.340	547
43.366	561	43.391	547
43.416	561	43.442	546
43.467	561	43.492	543
43.518	561	43.543	539
43.569	561	43.593	536
43.619	560	43.645	532
43.670	561	43.695	527
43.720	561	43.746	522
43.772	561	43.796	517
43.822	561	43.847	513
43.873	561	43.897	510
43.923	562	43.949	508
43.974	561	43.999	506
44.024	561	44.050	505
44.076	561	44.100	507
44.126	561	44.151	507
44.177	561	44.202	511
44.227	561	44.253	515
44.278	561	44.303	518
44.329	561	44.354	522
44.380	560	44.404	527
44.430	561	44.456	530
44.481	560	44.506	535
44.531	561	44.557	539
44.583	561	44.607	542
44.633	561	44.658	544
44.684	561	44.708	545
44.734	561	44.760	546
44.785	561	44.810	545
44.835	561	44.861	543
44.887	561	44.911	542
44.937	561	44.962	538
44.988	561	45.013	535
45.038	561	45.064	531
45.089	561	45.114	527
45.140	560	45.165	521
45.191	560	45.215	518
45.241	561	45.267	514
45.292	561	45.317	512
45.342	561	45.368	509
45.394	560	45.418	508
45.444	561	45.469	508
45.495	560	45.519	508
45.545	561	45.571	510
45.596	561	45.621	512
45.646	561	45.672	515
45.698	561	45.722	519
45.748	561	45.773	522
45.799	561	45.824	527
45.849	561	45.875	531
45.900	560	45.925	535
45.951	561	45.976	538
46.002	561	46.026	541
46.052	561	46.078	543
46.103	561	46.128	544
46.153	561	46.179	544
46.205	561	46.229	544
46.255	560	46.280	542
46.306	561	46.330	540
46.356	561	46.382	538
46.407	561	46.433	533
46.457	560	46.483	531
46.509	561	46.534	527
46.559	561	46.584	522
46.610	561	46.636	519
46.660	560	46.686	515
46.711	561	46.737	513
46.762	560	46.787	511
46.813	561	46.838	510
46.863	562	46.889	509
46.914	561	46.940	509
46.964	560	46.990	512
47.016	561	47.041	514
47.066	561	47.091	517
47.117	561	47.143	519
47.167	561	47.193	522
47.218	561	47.244	527
47.268	560	47.294	531
47.320	561	47.345	534
47.370	561	47.395	538
47.421	561	47.447	539
47.471	560	47.497	542
47.522	561	47.548	542
47.573	562	47.598	543
47.624	561	47.649	542
47.674	561	47.700	540
47.725	561	47.751	538
47.775	561	47.801	536
47.827	561	47.852	532
47.877	561	47.902	528
47.928	561	47.954	526
47.978	561	48.004	522
48.029	561	48.055	519
48.079	560	48.105	516
48.131	561	48.156	514
48.181	561	48.206	512
48.232	560	48.258	511
48.282	561	48.308	511
48.333	560	48.359	511
48.384	561	48.409	514
48.435	561	48.460	515
48.485	561	48.511	518
48.536	561	48.562	521
48.586	560	48.612	525
48.638	561	48.663	527
48.688	560	48.713	531
48.739	561	48.765	534
48.789	560	48.815	537
48.840	560	48.866	539
48.890	561	48.916	540
48.942	560	48.967	541
48.992	561	49.017	542
49.043	561	49.069	540
49.093	561	49.119	539
49.144	561	49.170	537
49.195	561	49.220	534
49.246	561	49.271	531
49.296	561	49.322	528
49.347	560	49.373	525
49.397	561	49.423	522
49.449	561	49.474	519
49.499	560	49.524	517
49.550	561	49.576	515
49.600	560	49.626	513
49.651	560	49.677	513
49.702	560	49.727	513
49.753	560	49.778	514
49.803	561	49.828	515
49.854	561	49.880	517
49.904	561	49.930	519
49.955	561	49.981	522
50.006	561	50.031	525
50.057	561	50.082	528
50.107	561	50.133	530
50.158	560	50.184	533
50.208	561	50.234	536
50.260	561	50.285	538
50.310	560	50.335	539
50.361	561	50.387	539
50.411	560	50.437	539
50.462	561	50.488	539
50.513	561	50.538	536
50.564	561	50.589	535
50.614	561	50.639	533
50.665	561	50.691	530
50.715	561	50.741	527
50.766	561	50.792	524
50.817	561	50.842	521
50.868	561	50.893	519
50.919	561	50.944	517
50.969	561	50.995	516
51.020	561	51.045	515
51.071	561	51.096	514
51.122	560	51.146	514
51.172	560	51.198	514
51.223	561	51.248	517
51.273	561	51.299	519
51.325	561	51.349	521
51.375	560	51.400	524
51.426	560	51.450	527
51.476	561	51.502	528
51.527	560	51.552	530
51.577	561	51.603	533
51.629	561	51.653	535
51.679	560	51.704	536
51.730	561	51.755	538
51.780	561	51.806	538
51.831	561	51.856	538
51.882	561	51.907	537
51.933	561	51.957	536
51.983	561	52.009	534
52.034	561	52.059	532
52.084	561	52.110	528
52.136	561	52.160	527
52.186	561	52.211	524
52.237	561	52.262	522
52.287	560	52.313	519
52.338	560	52.363	518
52.388	560	52.414	517
52.440	561	52.464	516
52.490	561	52.515	516
52.541	560	52.566	516
52.591	561	52.617	516
52.642	561	52.667	518
52.693	561	52.718	521
52.744	561	52.768	522
52.794	561	52.820	524
52.845	561	52.870	526
52.895	561	52.921	528
52.947	561	52.971	531
52.997	560	53.022	533
53.048	561	53.073	534
53.098	560	53.124	536
53.149	561	53.174	537
53.199	560	53.225	536
53.251	561	53.275	537
53.301	561	53.326	535
53.352	561	53.377	534
53.402	561	53.428	532
53.453	561	53.478	531
53.504	561	53.529	529
53.555	561	53.579	525
53.605	561	53.631	524
53.656	562	53.681	522
53.706	561	53.732	520
53.758	561	53.782	519
53.808	561	53.833	518
53.859	561	53.884	517
53.909	561	53.935	517
53.960	560	53.986	517
54.010	560	54.036	518
54.062	560	54.087	520
54.112	560	54.137	521
54.163	561	54.189	523
54.213	561	54.239	524
54.264	561	54.290	527
54.315	561	54.340	529
54.366	561	54.391	530
54.416	561	54.442	532
54.467	561	54.493	534
54.517	561	54.543	535
54.569	560	54.594	535
54.619	560	54.644	535
54.670	561	54.696	534
54.720	561	54.746	535
54.771	561	54.797	533
54.822	561	54.847	531
54.873	561	54.898	528
54.923	560	54.948	527
54.974	561	55.000	526
55.024	561	55.050	523
55.075	561	55.101	523
55.126	561	55.151	521
