#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  4 14:25:12 2019
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
10.519	558	10.544	444
10.569	558	10.595	426
10.620	558	10.646	415
10.670	558	10.696	409
10.722	558	10.747	408
10.772	558	10.797	415
10.823	558	10.849	425
10.873	558	10.899	441
10.924	558	10.950	461
10.974	558	11.000	484
11.026	559	11.051	509
11.076	559	11.101	534
11.127	557	11.153	559
11.177	558	11.203	581
11.228	558	11.254	602
11.279	558	11.304	618
11.330	558	11.355	629
11.380	558	11.406	634
11.431	558	11.457	636
11.481	558	11.507	631
11.533	559	11.558	620
11.583	558	11.608	606
11.634	558	11.660	587
11.684	558	11.710	565
11.735	558	11.761	541
11.785	558	11.811	516
11.837	558	11.862	493
11.887	558	11.912	470
11.938	558	11.964	451
11.988	558	12.014	435
12.039	558	12.065	424
12.090	558	12.115	417
12.141	558	12.166	416
12.191	558	12.217	421
12.242	558	12.268	431
12.292	558	12.318	446
12.344	558	12.369	464
12.394	558	12.419	485
12.445	558	12.471	508
12.495	558	12.521	531
12.546	558	12.572	555
12.596	558	12.622	578
12.648	558	12.673	596
12.698	558	12.723	611
12.749	559	12.775	622
12.799	558	12.825	628
12.850	558	12.876	629
12.901	558	12.926	625
12.952	559	12.977	614
13.003	558	13.028	601
13.053	558	13.079	584
13.104	558	13.129	563
13.155	559	13.180	541
13.206	558	13.230	518
13.256	558	13.282	495
13.307	558	13.332	474
13.357	558	13.383	457
13.409	558	13.433	441
13.459	558	13.484	431
13.510	558	13.534	425
13.560	558	13.586	424
13.611	558	13.636	428
13.661	559	13.687	437
13.713	559	13.737	451
13.763	558	13.788	468
13.814	558	13.839	487
13.864	558	13.890	509
13.915	558	13.940	531
13.966	557	13.991	553
14.017	559	14.041	572
14.067	559	14.093	591
14.118	558	14.143	605
14.168	559	14.194	615
14.220	558	14.244	620
14.270	559	14.295	622
14.321	559	14.345	616
14.371	559	14.397	610
14.422	559	14.447	597
14.472	558	14.498	581
14.524	559	14.548	561
14.574	559	14.599	541
14.625	558	14.650	519
14.675	559	14.701	499
14.726	559	14.751	479
14.777	558	14.802	462
14.828	558	14.852	448
14.878	558	14.904	437
14.929	558	14.954	432
14.979	558	15.005	430
15.031	558	15.055	434
15.081	559	15.106	442
15.132	558	15.156	455
15.182	558	15.208	471
15.233	558	15.258	489
15.283	558	15.309	509
15.335	558	15.359	530
15.385	558	15.410	550
15.436	558	15.461	569
15.486	558	15.512	586
15.537	559	15.562	600
15.588	558	15.613	609
15.639	558	15.663	615
15.689	559	15.715	616
15.740	559	15.765	612
15.790	558	15.816	605
15.842	558	15.866	593
15.892	558	15.917	578
15.943	558	15.967	560
15.993	559	16.019	540
16.044	558	16.070	520
16.094	559	16.120	500
16.146	558	16.171	482
16.196	558	16.221	466
16.247	558	16.273	453
16.297	558	16.323	444
16.348	558	16.374	439
16.399	558	16.424	437
16.450	559	16.475	440
16.500	559	16.526	448
16.551	559	16.577	459
16.601	558	16.627	474
16.653	559	16.678	491
16.703	559	16.728	510
16.754	559	16.780	529
16.804	558	16.830	548
16.855	558	16.881	566
16.905	558	16.931	581
16.957	558	16.982	594
17.007	558	17.032	604
17.058	558	17.084	608
17.108	558	17.134	610
17.159	558	17.185	606
17.210	558	17.235	599
17.261	558	17.286	589
17.311	558	17.337	575
17.362	558	17.388	559
17.412	559	17.438	540
17.464	559	17.489	521
17.514	558	17.539	503
17.565	558	17.591	485
17.615	559	17.641	470
17.666	558	17.692	458
17.716	558	17.742	448
17.768	558	17.793	443
17.818	558	17.843	442
17.869	558	17.895	445
17.919	558	17.945	453
17.970	557	17.996	463
18.021	558	18.046	477
18.072	558	18.097	492
18.122	559	18.148	510
18.173	558	18.199	528
18.223	559	18.249	547
18.275	558	18.300	563
18.325	559	18.350	578
18.376	559	18.402	590
18.426	559	18.452	599
18.477	559	18.503	603
18.527	558	18.553	605
18.579	559	18.604	602
18.629	559	18.654	595
18.680	558	18.706	585
18.730	558	18.756	573
18.781	559	18.807	557
18.832	558	18.857	539
18.883	558	18.908	522
18.933	558	18.959	504
18.984	558	19.010	488
19.034	559	19.060	473
19.086	558	19.111	462
19.136	559	19.161	453
19.187	559	19.213	447
19.237	558	19.263	448
19.288	559	19.314	450
19.339	559	19.364	457
19.390	559	19.415	467
19.440	559	19.465	479
19.491	559	19.517	495
19.541	559	19.567	511
19.592	558	19.618	528
19.643	559	19.668	544
19.694	559	19.719	560
19.744	558	19.770	575
19.795	559	19.821	586
19.845	558	19.871	593
19.897	559	19.922	599
19.947	559	19.972	600
19.998	559	20.024	597
20.048	558	20.074	591
20.099	558	20.125	581
20.150	559	20.175	569
20.201	559	20.226	555
20.251	559	20.276	539
20.302	558	20.328	523
20.352	559	20.378	507
20.403	558	20.429	491
20.454	558	20.479	477
20.505	558	20.530	466
20.556	558	20.581	458
20.606	558	20.632	452
20.657	558	20.682	450
20.708	558	20.733	454
20.759	558	20.783	460
20.809	559	20.835	470
20.860	558	20.885	481
20.910	559	20.936	495
20.962	558	20.986	511
21.012	558	21.037	527
21.063	559	21.087	543
21.113	559	21.139	559
21.164	559	21.189	571
21.214	559	21.240	582
21.266	559	21.290	591
21.316	559	21.341	595
21.367	559	21.392	595
21.417	558	21.443	594
21.468	558	21.493	588
21.519	559	21.544	579
21.570	559	21.594	567
21.620	559	21.646	553
21.671	559	21.696	538
21.721	558	21.747	523
21.773	559	21.797	508
21.823	559	21.848	493
21.874	558	21.899	479
21.924	559	21.950	471
21.975	559	22.000	461
22.025	559	22.051	457
22.077	559	22.101	456
22.127	559	22.152	459
22.178	559	22.203	464
22.228	558	22.254	473
22.279	558	22.304	484
22.330	559	22.355	497
22.381	559	22.405	512
22.431	557	22.457	527
22.482	559	22.507	542
22.532	559	22.558	556
22.584	558	22.608	569
22.634	559	22.659	579
22.685	559	22.710	587
22.735	559	22.761	590
22.786	559	22.811	591
22.836	558	22.862	590
22.888	559	22.912	585
22.938	559	22.963	575
22.989	559	23.014	565
23.039	559	23.065	552
23.090	559	23.115	538
23.141	559	23.166	523
23.192	559	23.216	508
23.242	558	23.268	495
23.293	559	23.318	483
23.343	558	23.369	472
23.395	558	23.419	465
23.445	559	23.470	461
23.496	559	23.521	460
23.546	558	23.572	463
23.597	559	23.623	468
23.647	559	23.673	476
23.699	558	23.724	486
23.749	558	23.774	499
23.800	559	23.826	513
23.850	559	23.876	527
23.901	559	23.927	542
23.952	559	23.977	555
24.003	559	24.028	567
24.053	559	24.079	576
24.104	559	24.130	583
24.154	559	24.180	587
24.206	559	24.231	587
24.256	558	24.281	586
24.307	559	24.333	580
24.357	559	24.383	573
24.408	559	24.434	562
24.459	558	24.484	550
24.510	559	24.535	537
24.560	558	24.585	523
24.611	559	24.637	510
24.661	559	24.687	496
24.712	559	24.738	485
24.763	559	24.788	476
24.814	559	24.839	469
24.864	559	24.890	465
24.915	559	24.941	465
24.965	559	24.991	466
25.017	559	25.042	470
25.067	560	25.092	479
25.118	558	25.144	489
25.168	559	25.194	500
25.219	559	25.245	513
25.270	558	25.295	527
25.321	558	25.346	540
25.371	559	25.396	553
25.422	558	25.448	564
25.472	559	25.498	573
25.523	559	25.549	580
25.574	559	25.599	584
25.625	559	25.650	585
25.675	559	25.701	582
25.726	560	25.752	577
25.776	559	25.802	570
25.828	559	25.853	561
25.878	559	25.903	549
25.929	559	25.955	537
25.979	558	26.005	523
26.030	558	26.056	510
26.081	559	26.106	498
26.132	558	26.157	488
26.182	559	26.207	478
26.233	559	26.259	472
26.283	559	26.309	468
26.334	559	26.360	468
26.385	559	26.410	469
26.436	559	26.461	474
26.486	559	26.512	481
26.537	559	26.563	491
26.587	559	26.613	502
26.639	559	26.664	514
26.689	558	26.714	527
26.740	558	26.766	540
26.790	558	26.816	551
26.841	559	26.867	562
26.892	559	26.917	571
26.943	559	26.968	577
26.993	559	27.019	580
27.044	559	27.070	581
27.094	559	27.120	580
27.145	559	27.171	574
27.196	559	27.221	567
27.247	559	27.272	559
27.298	559	27.323	548
27.348	560	27.374	536
27.399	559	27.424	524
27.450	560	27.475	511
27.501	559	27.525	500
27.551	559	27.577	490
27.602	559	27.627	482
27.652	559	27.678	475
27.704	559	27.728	471
27.754	559	27.779	471
27.805	559	27.830	473
27.855	559	27.881	477
27.906	559	27.931	484
27.956	558	27.982	493
28.008	559	28.032	503
28.058	559	28.083	514
28.109	559	28.134	527
28.159	559	28.185	539
28.210	559	28.235	549
28.261	559	28.286	559
28.312	559	28.336	569
28.362	559	28.388	574
28.413	559	28.438	577
28.463	559	28.489	579
28.515	559	28.539	576
28.565	559	28.590	572
28.616	558	28.641	565
28.666	559	28.692	557
28.717	559	28.742	547
28.767	559	28.793	535
28.819	559	28.843	524
28.869	559	28.894	512
28.920	560	28.945	501
28.970	560	28.996	491
29.021	559	29.046	484
29.072	559	29.097	479
29.123	559	29.147	474
29.173	559	29.199	473
29.224	559	29.249	475
29.274	559	29.300	480
29.326	559	29.350	486
29.376	559	29.401	495
29.427	558	29.452	505
29.477	559	29.503	515
29.528	558	29.553	527
29.579	559	29.604	538
29.630	558	29.654	548
29.680	559	29.705	558
29.731	559	29.756	565
29.781	559	29.807	571
29.832	559	29.857	575
29.883	559	29.908	575
29.934	559	29.958	573
29.984	559	30.010	569
30.035	559	30.060	563
30.085	559	30.111	555
30.137	560	30.161	545
30.187	559	30.212	535
30.238	559	30.263	524
30.288	559	30.314	512
30.339	559	30.365	501
30.390	559	30.415	494
30.441	559	30.466	486
30.491	559	30.516	480
30.542	559	30.568	477
30.592	559	30.618	476
30.643	559	30.669	478
30.694	559	30.719	483
30.745	558	30.770	488
30.795	558	30.821	496
30.846	559	30.872	506
30.896	559	30.922	516
30.948	559	30.973	527
30.998	559	31.023	537
31.049	559	31.075	548
31.099	559	31.125	557
31.150	559	31.176	563
31.201	559	31.226	568
31.252	559	31.277	572
31.302	559	31.327	573
31.353	559	31.379	571
31.403	559	31.429	566
31.454	559	31.480	561
31.505	559	31.530	553
31.556	559	31.581	544
31.606	559	31.632	534
31.657	558	31.683	523
31.707	560	31.733	513
31.759	558	31.784	504
31.809	559	31.834	495
31.860	559	31.886	488
31.910	559	31.936	484
31.961	559	31.987	481
32.012	559	32.037	480
32.063	559	32.088	481
32.113	560	32.139	485
32.164	559	32.190	491
32.214	559	32.240	498
32.265	559	32.291	508
32.316	559	32.341	517
32.367	559	32.392	527
32.417	559	32.443	536
32.468	559	32.494	545
32.518	558	32.544	555
32.570	558	32.595	560
32.620	558	32.645	565
32.671	558	32.697	568
32.721	559	32.747	569
32.772	559	32.798	568
32.823	559	32.848	564
32.874	561	32.899	558
32.924	560	32.950	552
32.975	560	33.001	543
33.025	561	33.051	535
33.076	560	33.102	525
33.127	560	33.152	514
33.178	560	33.203	505
33.228	559	33.254	497
33.279	559	33.305	492
33.329	558	33.355	486
33.381	558	33.406	483
33.431	559	33.456	482
33.482	558	33.508	484
33.532	558	33.558	486
33.583	559	33.609	493
33.634	559	33.659	500
33.685	559	33.710	508
33.735	559	33.761	517
33.786	559	33.812	527
33.836	560	33.862	535
33.887	559	33.913	545
33.938	560	33.963	552
33.989	560	34.014	559
34.039	559	34.065	564
34.090	559	34.116	566
34.140	559	34.166	565
34.192	559	34.217	564
34.242	559	34.267	561
34.293	559	34.319	556
34.343	559	34.369	549
34.394	559	34.420	541
34.445	559	34.470	532
34.496	558	34.521	524
34.546	559	34.572	515
34.597	559	34.623	507
34.647	559	34.673	499
34.699	560	34.724	493
34.749	559	34.774	490
34.800	559	34.825	486
34.850	559	34.876	486
34.901	559	34.927	487
34.951	559	34.977	491
35.003	560	35.028	496
35.053	559	35.078	502
35.104	559	35.130	509
35.154	559	35.180	518
35.205	559	35.231	526
35.256	559	35.281	534
35.307	559	35.332	542
35.357	559	35.383	551
35.408	560	35.434	557
35.458	560	35.484	561
35.510	559	35.535	564
35.560	560	35.585	563
35.611	560	35.636	564
35.661	559	35.687	560
35.712	559	35.738	555
35.762	560	35.788	549
35.814	560	35.839	541
35.864	559	35.889	533
35.915	559	35.941	524
35.965	558	35.991	516
36.016	559	36.042	508
36.067	558	36.092	501
36.118	559	36.143	495
36.168	559	36.194	491
36.219	559	36.245	489
36.269	559	36.295	488
36.321	559	36.346	489
36.371	559	36.396	492
36.422	559	36.447	496
36.472	560	36.498	503
36.523	560	36.549	511
36.573	560	36.599	519
36.625	559	36.650	527
36.675	559	36.700	535
36.726	560	36.752	543
36.776	560	36.802	549
36.827	559	36.853	554
36.878	559	36.903	559
36.929	559	36.954	561
36.979	559	37.005	562
37.030	559	37.056	561
37.080	559	37.106	557
37.132	560	37.157	553
37.182	559	37.207	547
37.233	559	37.259	540
37.283	560	37.309	532
37.334	559	37.360	524
37.384	560	37.410	517
37.436	559	37.461	509
37.486	559	37.511	502
37.537	559	37.563	497
37.587	559	37.613	493
37.638	559	37.664	491
37.689	559	37.714	491
37.740	559	37.765	492
37.790	559	37.816	495
37.841	559	37.867	499
37.891	560	37.917	504
37.943	559	37.968	511
37.993	559	38.018	519
38.044	560	38.070	527
38.094	559	38.120	534
38.145	560	38.171	541
38.195	560	38.221	549
38.247	560	38.272	553
38.297	560	38.322	557
38.348	559	38.374	560
38.398	559	38.424	559
38.449	559	38.475	559
38.500	560	38.525	555
38.551	559	38.576	551
38.601	559	38.627	546
38.652	559	38.678	539
38.702	560	38.728	532
38.754	559	38.779	524
38.804	559	38.829	517
38.855	559	38.881	510
38.905	559	38.931	504
38.956	559	38.982	498
39.006	559	39.032	496
39.058	559	39.083	493
39.108	559	39.133	493
39.159	559	39.185	494
39.209	560	39.235	496
39.260	559	39.286	501
39.312	559	39.336	506
39.362	560	39.387	513
39.413	559	39.438	520
39.463	559	39.489	527
39.514	559	39.539	534
39.565	559	39.590	541
39.616	559	39.640	546
39.666	559	39.692	551
39.717	559	39.742	555
39.767	560	39.793	556
39.819	559	39.843	558
39.869	560	39.894	557
39.920	560	39.944	553
39.970	560	39.996	549
40.021	560	40.046	544
40.071	559	40.097	538
40.123	560	40.147	531
40.173	560	40.198	524
40.224	559	40.249	517
40.274	560	40.300	510
40.325	559	40.350	506
40.376	559	40.401	501
40.427	559	40.451	498
40.477	559	40.503	495
40.528	560	40.553	495
40.578	559	40.604	496
40.630	559	40.654	498
40.680	560	40.705	502
40.731	560	40.755	508
40.781	559	40.807	514
40.832	559	40.857	520
40.882	560	40.908	527
40.934	560	40.958	534
40.984	560	41.009	539
41.035	560	41.060	545
41.085	560	41.111	550
41.136	559	41.161	553
41.187	560	41.212	556
41.238	560	41.262	555
41.288	559	41.314	555
41.339	559	41.364	551
41.389	559	41.415	548
41.441	560	41.465	543
41.491	559	41.516	537
41.542	560	41.566	531
41.592	560	41.618	524
41.643	560	41.668	517
41.693	560	41.719	511
41.745	560	41.769	506
41.795	559	41.820	502
41.846	559	41.871	499
41.896	559	41.922	497
41.947	560	41.972	497
41.998	559	42.023	498
42.049	560	42.073	500
42.099	560	42.125	505
42.150	560	42.175	509
42.200	559	42.226	515
42.252	559	42.276	521
42.302	559	42.327	527
42.353	560	42.377	534
42.403	559	42.429	540
42.454	559	42.480	544
42.504	560	42.530	548
42.556	559	42.581	551
42.606	560	42.631	553
42.657	559	42.683	552
42.707	559	42.733	552
42.758	559	42.784	550
42.809	559	42.834	546
42.860	559	42.885	541
42.910	560	42.936	536
42.961	559	42.987	530
43.011	560	43.037	524
43.063	559	43.088	518
43.113	560	43.138	512
43.164	559	43.190	507
43.214	560	43.240	504
43.265	559	43.291	501
43.315	559	43.341	499
43.367	560	43.392	500
43.417	560	43.442	500
43.468	560	43.494	502
43.518	559	43.544	506
43.569	559	43.595	510
43.620	559	43.645	515
43.671	559	43.696	521
43.721	559	43.747	527
43.772	559	43.798	533
43.822	559	43.848	538
43.874	559	43.899	543
43.924	560	43.949	547
43.975	560	44.001	550
44.025	559	44.051	551
44.076	559	44.102	551
44.126	559	44.152	550
44.178	559	44.203	547
44.228	560	44.253	545
44.279	559	44.305	540
44.329	559	44.355	535
44.380	560	44.406	530
44.431	559	44.456	524
44.482	559	44.507	519
44.532	559	44.558	514
44.583	559	44.609	509
44.633	559	44.659	504
44.685	560	44.710	503
44.735	559	44.760	501
44.786	560	44.812	501
44.836	560	44.862	502
44.887	560	44.913	504
44.937	559	44.963	508
44.989	559	45.014	512
45.039	560	45.064	517
45.090	560	45.116	522
45.140	559	45.166	527
45.191	560	45.217	533
45.242	560	45.267	538
45.293	560	45.318	542
45.343	560	45.369	545
45.394	560	45.420	548
45.444	560	45.470	549
45.496	559	45.521	549
45.546	559	45.571	548
45.597	560	45.623	546
45.647	559	45.673	542
45.698	559	45.724	539
45.748	560	45.774	534
45.800	560	45.825	529
45.850	559	45.875	524
45.901	559	45.927	519
45.951	559	45.977	514
46.002	559	46.028	510
46.053	559	46.078	507
46.104	560	46.129	504
46.155	559	46.180	503
46.205	560	46.231	502
46.256	560	46.281	504
46.307	559	46.332	507
46.358	559	46.382	509
46.408	559	46.434	513
46.459	559	46.484	518
46.509	560	46.535	522
46.561	559	46.585	528
46.611	560	46.636	532
46.662	559	46.686	537
46.712	560	46.738	540
46.763	560	46.788	544
46.813	560	46.839	547
46.865	560	46.889	548
46.915	560	46.940	547
46.966	560	46.991	547
47.016	559	47.042	545
47.067	560	47.092	541
47.118	560	47.143	538
47.169	560	47.193	533
47.219	560	47.245	529
47.270	560	47.295	523
47.320	560	47.346	520
47.372	560	47.396	514
47.422	560	47.447	510
47.473	560	47.497	507
47.523	560	47.549	505
47.574	560	47.599	505
47.624	560	47.650	506
47.676	559	47.700	506
47.726	560	47.751	508
47.777	559	47.802	511
47.827	560	47.853	514
47.878	560	47.903	519
47.929	560	47.954	523
47.980	559	48.004	528
48.030	560	48.056	533
48.081	560	48.106	537
48.131	560	48.157	540
48.183	560	48.207	543
48.233	560	48.258	544
48.284	559	48.308	546
48.334	560	48.360	545
48.385	559	48.410	545
48.435	559	48.461	542
48.487	559	48.511	540
48.537	560	48.562	536
48.588	560	48.613	532
48.638	559	48.664	528
48.689	559	48.714	523
48.740	559	48.765	519
48.791	560	48.815	516
48.841	559	48.867	511
48.892	559	48.917	510
48.942	560	48.968	508
48.994	559	49.018	507
49.044	560	49.069	507
49.095	560	49.119	507
49.145	560	49.171	510
49.196	560	49.222	512
49.246	559	49.272	516
49.298	559	49.323	520
49.348	559	49.373	524
49.399	559	49.425	528
49.449	559	49.475	531
49.500	560	49.526	537
49.551	560	49.576	539
49.602	560	49.627	542
49.652	560	49.678	544
49.703	560	49.729	544
49.753	560	49.779	544
49.805	560	49.830	543
49.855	559	49.880	541
49.906	560	49.932	538
49.956	560	49.982	535
50.007	560	50.033	531
50.057	560	50.083	527
50.109	559	50.134	523
50.159	560	50.184	519
50.210	560	50.236	516
50.260	560	50.286	513
50.311	560	50.337	510
50.362	560	50.387	509
50.413	560	50.438	508
50.463	560	50.489	508
50.514	560	50.540	509
50.564	560	50.590	512
50.616	559	50.641	514
50.666	560	50.691	517
50.717	559	50.743	521
50.767	559	50.793	524
50.818	559	50.844	529
50.868	560	50.894	532
50.920	560	50.945	535
50.970	560	50.995	538
51.021	560	51.047	540
51.071	560	51.097	541
51.122	560	51.148	543
51.173	560	51.198	543
51.224	560	51.249	542
51.274	560	51.300	540
51.325	560	51.351	537
51.375	559	51.401	534
51.427	559	51.452	531
51.477	559	51.502	527
51.528	560	51.554	523
51.578	560	51.604	519
51.629	560	51.655	517
51.679	560	51.705	513
51.731	560	51.756	512
51.781	559	51.806	510
51.832	560	51.858	510
51.882	560	51.908	510
51.933	560	51.959	511
51.984	559	52.009	513
52.035	560	52.060	515
52.085	560	52.111	518
52.136	559	52.162	521
52.186	559	52.212	525
52.238	560	52.263	529
52.288	560	52.313	531
52.339	560	52.365	536
52.389	560	52.415	538
52.440	560	52.466	539
52.491	560	52.516	541
52.542	560	52.567	541
52.592	560	52.617	540
52.643	559	52.669	540
52.693	560	52.719	538
52.744	560	52.770	535
52.795	560	52.820	533
52.846	559	52.871	530
52.896	560	52.922	526
52.947	560	52.973	523
52.997	559	53.023	520
53.049	560	53.074	517
53.099	560	53.124	515
53.150	560	53.176	513
53.200	559	53.226	512
53.251	560	53.277	512
53.302	560	53.327	512
53.353	559	53.378	512
53.403	560	53.428	515
53.454	560	53.480	517
53.504	560	53.530	519
53.555	560	53.581	523
53.606	559	53.631	526
53.657	559	53.682	528
53.708	559	53.733	532
53.758	559	53.784	534
53.809	560	53.834	537
53.860	560	53.885	539
53.911	560	53.935	539
53.961	560	53.987	539
54.012	560	54.037	540
54.062	560	54.088	537
54.114	559	54.138	536
54.164	560	54.189	534
54.215	560	54.239	532
54.265	560	54.291	529
54.316	560	54.341	526
54.366	559	54.392	523
54.418	560	54.442	521
54.468	560	54.493	518
54.519	560	54.544	515
54.569	560	54.595	515
54.620	560	54.645	513
54.671	560	54.696	513
54.722	560	54.746	513
54.772	559	54.798	514
54.823	559	54.848	516
54.873	560	54.899	518
54.925	560	54.949	521
54.975	560	55.000	523
55.026	559	55.051	526
55.076	559	55.102	529
55.127	560	55.152	532
55.177	560	55.203	534
55.229	560	55.253	536
55.279	560	55.304	537
55.330	560	55.355	538
55.380	560	55.406	538
55.431	560	55.456	537
55.482	560	55.507	537
55.533	559	55.557	535
55.583	560	55.609	533
55.634	560	55.659	531
55.684	560	55.710	528
55.736	560	55.760	525
55.786	560	55.811	522
55.837	560	55.862	520
55.887	560	55.913	518
55.938	560	55.963	516
55.988	560	56.014	515
56.040	560	56.064	515
56.090	560	56.115	514
56.141	560	56.166	515
56.191	560	56.217	516
56.242	560	56.267	517
56.293	560	56.318	520
56.344	559	56.368	522
56.394	560	56.420	524
56.445	560	56.470	527
56.495	560	56.521	529
56.547	559	56.571	532
56.597	560	56.622	534
56.648	560	56.673	535
56.698	560	56.724	535
56.749	560	56.775	536
56.799	560	56.825	537
56.851	560	56.876	536
56.901	560	56.926	535
56.952	560	56.978	534
57.002	560	57.028	532
57.053	560	57.079	529
57.104	560	57.129	527
57.155	560	57.180	525
57.205	559	57.231	523
57.256	560	57.282	520
57.306	560	57.332	519
57.358	560	57.383	517
57.408	560	57.433	516
57.459	560	57.485	516
57.509	560	57.535	516
57.560	560	57.586	516
57.611	560	57.636	516
57.662	560	57.687	519
57.712	560	57.737	521
57.763	560	57.789	523
57.813	560	57.839	525
57.864	560	57.890	527
57.915	560	57.940	529
57.966	560	57.991	531
58.016	560	58.042	532
58.067	560	58.093	534
58.117	560	58.143	536
58.169	560	58.194	535
58.219	560	58.244	535
58.270	560	58.296	535
58.320	559	58.346	533
58.371	560	58.397	532
58.422	560	58.447	530
